epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
65,23780.7,2.75508,1.81918,0.0023,0.63955,0.3704,0.40788,0.1604,2.83345,1.55764,0.00248,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
66,24143.9,2.76324,1.82928,0.00226,0.61108,0.38144,0.40571,0.15944,2.77446,1.57729,0.00239,0.00203475,0.00067825,0.00203475,0.00067825,0.00203475,0.00067825,0.00203475,0.00067825
67,24508.4,2.7184,1.81248,0.00223,0.6328,0.37087,0.40414,0.1591,2.81075,1.55722,0.00242,0.0020199,0.0006733,0.0020199,0.0006733,0.0020199,0.0006733,0.0020199,0.0006733
68,24868.4,2.72569,1.76309,0.00222,0.61922,0.38349,0.42073,0.16804,2.73975,1.547,0.00236,0.00200505,0.00066835,0.00200505,0.00066835,0.00200505,0.00066835,0.00200505,0.00066835
69,25229.2,2.69285,1.74225,0.00225,0.60674,0.38918,0.41628,0.16568,2.72905,1.5565,0.00237,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
70,25593.9,2.73937,1.80637,0.00228,0.59638,0.39433,0.4033,0.16234,2.77735,1.56085,0.00239,0.00197535,0.00065845,0.00197535,0.00065845,0.00197535,0.00065845,0.00197535,0.00065845
71,25958.4,2.71159,1.78862,0.00223,0.62119,0.38273,0.41308,0.1639,2.81066,1.56889,0.0024,0.0019605,0.0006535,0.0019605,0.0006535,0.0019605,0.0006535,0.0019605,0.0006535
72,26324.5,2.72017,1.79733,0.0022,0.62533,0.38144,0.41422,0.16489,2.823,1.51572,0.00242,0.00194565,0.00064855,0.00194565,0.00064855,0.00194565,0.00064855,0.00194565,0.00064855
73,26700.6,2.70929,1.77285,0.00222,0.61032,0.38015,0.40939,0.16799,2.74985,1.53318,0.00231,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
74,27070.7,2.72537,1.75964,0.00223,0.60493,0.37758,0.40437,0.16572,2.73035,1.54163,0.00232,0.00191595,0.00063865,0.00191595,0.00063865,0.00191595,0.00063865,0.00191595,0.00063865
75,27437.1,2.7033,1.75168,0.00223,0.64586,0.36469,0.40297,0.16043,2.78822,1.53601,0.0024,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337
76,27801.9,2.70971,1.76983,0.00225,0.62864,0.38611,0.41719,0.16795,2.7657,1.51636,0.00236,0.00188625,0.00062875,0.00188625,0.00062875,0.00188625,0.00062875,0.00188625,0.00062875
77,28166,2.70766,1.75751,0.00221,0.65622,0.38789,0.4205,0.1698,2.74576,1.54297,0.00233,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
78,28539.6,2.70155,1.73387,0.00222,0.62813,0.38963,0.41827,0.16516,2.76638,1.51771,0.00236,0.00185655,0.00061885,0.00185655,0.00061885,0.00185655,0.00061885,0.00185655,0.00061885
79,28903.5,2.71379,1.75691,0.00219,0.62554,0.38015,0.41495,0.16812,2.77806,1.53652,0.00235,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139
80,29277.8,2.69086,1.73038,0.00219,0.6451,0.38402,0.42637,0.17466,2.76147,1.5111,0.00231,0.00182685,0.00060895,0.00182685,0.00060895,0.00182685,0.00060895,0.00182685,0.00060895
81,29643.8,2.67642,1.73949,0.00219,0.66621,0.37242,0.41397,0.17266,2.754,1.5094,0.00235,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
82,30020.4,2.72387,1.75528,0.00218,0.66187,0.38015,0.42193,0.17275,2.76704,1.52048,0.00235,0.00179715,0.00059905,0.00179715,0.00059905,0.00179715,0.00059905,0.00179715,0.00059905
83,30394.1,2.6831,1.74396,0.00218,0.63915,0.39175,0.42614,0.17302,2.73381,1.52624,0.00232,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941
84,30765.4,2.66861,1.73662,0.00218,0.65177,0.38273,0.42837,0.17316,2.70074,1.52109,0.00227,0.00176745,0.00058915,0.00176745,0.00058915,0.00176745,0.00058915,0.00176745,0.00058915
85,31132,2.70456,1.75684,0.00219,0.63088,0.38531,0.42299,0.16907,2.756,1.52334,0.00233,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
86,31503.9,2.67379,1.71485,0.00215,0.6404,0.39175,0.42201,0.17115,2.79615,1.5083,0.00233,0.00173775,0.00057925,0.00173775,0.00057925,0.00173775,0.00057925,0.00173775,0.00057925
87,31866.7,2.67597,1.72981,0.00215,0.65533,0.37978,0.42863,0.17548,2.75346,1.52278,0.00229,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743
88,32233.1,2.66027,1.72455,0.00215,0.60681,0.39691,0.42802,0.17347,2.72406,1.51032,0.00228,0.00170805,0.00056935,0.00170805,0.00056935,0.00170805,0.00056935,0.00170805,0.00056935
89,32599.1,2.67737,1.74775,0.00222,0.65796,0.37629,0.42982,0.1767,2.68271,1.53132,0.00227,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
90,32961.2,2.65839,1.74973,0.00218,0.6435,0.39691,0.43414,0.1737,2.71983,1.5167,0.0023,0.00167835,0.00055945,0.00167835,0.00055945,0.00167835,0.00055945,0.00167835,0.00055945
91,33322.1,2.67795,1.70198,0.00218,0.65387,0.40411,0.43777,0.17345,2.72129,1.51502,0.00232,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545
