epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
57,2563.12,2.28489,2.34736,0.00852,0.64623,0.51123,0.5479,0.247,2.07119,1.75679,0.00968,0.000132168,4.4056e-05,0.000132168,4.4056e-05,0.000132168,4.4056e-05,0.000132168,4.4056e-05
58,2607,2.27101,2.33476,0.00844,0.67289,0.50759,0.55166,0.24943,2.0715,1.74462,0.00967,0.000129171,4.3057e-05,0.000129171,4.3057e-05,0.000129171,4.3057e-05,0.000129171,4.3057e-05
59,2649.3,2.29383,2.3417,0.00828,0.67985,0.50759,0.55056,0.24947,2.06204,1.7432,0.00964,0.000126174,4.2058e-05,0.000126174,4.2058e-05,0.000126174,4.2058e-05,0.000126174,4.2058e-05
60,2690.42,2.28651,2.33984,0.00852,0.66747,0.50759,0.55114,0.24818,2.07107,1.73964,0.0097,0.000123177,4.1059e-05,0.000123177,4.1059e-05,0.000123177,4.1059e-05,0.000123177,4.1059e-05
61,2733.43,2.27309,2.33937,0.0084,0.68089,0.50825,0.55464,0.24866,2.06514,1.74599,0.0096,0.00012018,4.006e-05,0.00012018,4.006e-05,0.00012018,4.006e-05,0.00012018,4.006e-05
62,2776.59,2.28791,2.3592,0.00847,0.66715,0.51419,0.56135,0.25344,2.0511,1.74183,0.00956,0.000117183,3.9061e-05,0.000117183,3.9061e-05,0.000117183,3.9061e-05,0.000117183,3.9061e-05
63,2818.98,2.28161,2.3311,0.00839,0.66891,0.51089,0.55293,0.24684,2.06915,1.74698,0.00964,0.000114186,3.8062e-05,0.000114186,3.8062e-05,0.000114186,3.8062e-05,0.000114186,3.8062e-05
64,2862.32,2.28878,2.34091,0.00866,0.70759,0.50297,0.5616,0.25181,2.05697,1.73483,0.00963,0.000111189,3.7063e-05,0.000111189,3.7063e-05,0.000111189,3.7063e-05,0.000111189,3.7063e-05
65,2904.03,2.27961,2.33109,0.00862,0.68064,0.51023,0.55634,0.25077,2.05708,1.72745,0.00967,0.000108192,3.6064e-05,0.000108192,3.6064e-05,0.000108192,3.6064e-05,0.000108192,3.6064e-05
66,2946.1,2.27483,2.33266,0.00839,0.67632,0.51155,0.55886,0.2516,2.05907,1.71962,0.00968,0.000105195,3.5065e-05,0.000105195,3.5065e-05,0.000105195,3.5065e-05,0.000105195,3.5065e-05
